GENESIS-Tabelle: animal_slaugther
Slaughtered animals, quantity slaughtered: L�nder, months,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
types of animals, type of slaughtering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Slaughtering and carcass weight statistics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Oxen;Oxen;Oxen;Oxen;Oxen;Oxen;Bulls;Bulls;Bulls;Bulls;Bulls;Bulls;Cows;Cows;Cows;Cows;Cows;Cows;Female cattle;Female cattle;Female cattle;Female cattle;Female cattle;Female cattle;Cattle;Cattle;Cattle;Cattle;Cattle;Cattle;Calves;Calves;Calves;Calves;Calves;Calves;Young cattle;Young cattle;Young cattle;Young cattle;Young cattle;Young cattle;Pigs;Pigs;Pigs;Pigs;Pigs;Pigs;Sheep;Sheep;Sheep;Sheep;Sheep;Sheep;Lambs;Lambs;Lambs;Lambs;Lambs;Lambs;Horses;Horses;Horses;Horses;Horses;Horses;Goats;Goats;Goats;Goats;Goats;Goats
Brandenburg;2010;August;17;6;-;-;-;-;445;183;84;x;17;6;1233;408;310;x;4;x;128;32;-;-;18;5;-;-;-;-;-;-;59;8;-;-;5;1;145;47;128;x;3;1;104563;10884;15945;x;296;27;871;26;-;-;11;0;9037;163;-;-;75;1;12;3;-;-;-;-;54;1;-;-;3;0
Brandenburg;2010;September;29;10;-;-;-;-;397;140;2;x;43;15;1228;417;345;x;8;x;206;102;195;x;21;5;-;-;-;-;-;-;70;9;-;-;8;1;104;18;5;x;-;-;130651;13163;13738;x;393;36;532;16;-;-;55;2;5433;98;-;-;77;1;38;10;-;-;1;0;128;2;-;-;9;0
Brandenburg;2010;October;24;7;-;-;4;1;564;205;22;x;51;18;1335;406;144;x;29;x;131;41;26;x;54;14;-;-;-;-;-;-;77;10;-;-;14;2;80;17;13;x;8;1;131446;13430;15521;x;700;64;736;22;-;-;90;3;6928;125;-;-;95;2;22;6;-;-;1;0;112;2;-;-;31;1
Brandenburg;2010;November;27;9;-;-;4;1;692;243;-;-;211;74;1384;436;174;x;35;x;247;64;-;-;141;37;-;-;-;-;-;-;94;12;-;-;18;2;107;17;-;-;10;2;130439;13597;18466;x;2086;190;497;15;-;-;132;4;7051;127;-;-;219;4;36;10;-;-;4;1;104;2;-;-;28;1
Brandenburg;2010;December;22;7;-;-;3;1;454;163;6;x;104;37;1110;327;72;x;23;x;160;52;45;x;118;30;-;-;-;-;-;-;99;12;-;-;11;1;145;28;14;x;14;2;131620;13949;21627;x;1801;164;1208;36;-;-;91;3;10398;187;-;-;91;2;12;3;-;-;1;0;19;0;-;-;2;0
Brandenburg;2011;January;31;10;-;-;2;1;290;100;-;-;71;25;1355;420;145;x;29;x;146;40;-;-;80;22;-;-;-;-;-;-;74;7;-;-;6;1;208;34;-;-;15;2;128009;13237;14448;x;1633;152;466;14;-;-;37;1;4122;74;-;-;44;1;16;4;-;-;1;0;18;0;-;-;3;0
Brandenburg;2011;February;17;5;-;-;7;2;320;113;-;-;93;33;1413;409;61;x;30;x;167;44;-;-;122;32;-;-;-;-;-;-;78;7;-;-;8;1;144;28;-;-;21;4;132298;13523;13131;x;1480;138;356;11;-;-;24;1;3107;56;-;-;54;1;27;7;-;-;2;1;54;1;-;-;8;0
Brandenburg;2011;March;33;10;-;-;3;1;419;147;-;-;82;29;1734;487;-;-;14;x;157;42;-;-;104;28;-;-;-;-;-;-;86;10;-;-;9;1;172;30;-;-;17;3;138366;14078;14010;x;1194;110;1132;34;-;-;21;1;9411;169;-;-;25;0;17;4;-;-;3;1;77;1;-;-;8;0
Brandenburg;2011;April;24;7;-;-;1;0;446;157;-;-;29;10;1173;329;24;x;15;x;175;47;-;-;47;13;-;-;-;-;-;-;101;8;-;-;10;1;55;10;-;-;14;2;131881;13027;9505;x;479;44;932;28;-;-;28;1;9201;166;-;-;36;1;33;9;-;-;-;-;119;2;-;-;4;0
Brandenburg;2011;May;25;9;-;-;3;1;493;178;16;x;27;9;1349;378;14;x;19;x;153;41;4;x;19;5;-;-;-;-;-;-;86;8;-;-;14;1;25;4;-;-;3;1;139144;13650;8486;x;336;31;1131;34;-;-;28;1;9843;177;-;-;37;1;13;3;-;-;1;0;46;1;-;-;5;0
Brandenburg;2011;June;32;10;-;-;7;2;265;91;-;-;21;7;1281;379;110;x;16;x;134;35;4;x;35;9;-;-;-;-;-;-;68;5;-;-;9;1;35;6;-;-;8;1;125191;12175;6391;x;488;45;853;26;-;-;18;1;6928;125;-;-;10;0;22;6;-;-;-;-;50;1;-;-;4;0
Brandenburg;2011;July;19;6;-;-;-;-;413;147;-;-;36;13;1230;372;164;x;18;x;115;29;1;x;21;5;-;-;-;-;-;-;70;7;-;-;5;1;45;6;-;-;2;0;100157;9468;3178;x;278;25;847;25;-;-;40;1;5683;102;-;-;8;0;20;5;-;-;-;-;54;1;-;-;6;0
Brandenburg;2011;August;21;7;-;-;-;-;440;164;23;x;18;6;1352;406;131;x;4;x;115;30;1;x;16;4;-;-;-;-;-;-;80;9;1;x;3;0;36;6;-;-;-;-;140936;13110;1043;x;232;21;1079;32;-;-;27;1;7234;130;-;-;20;0;27;7;-;-;-;-;108;2;-;-;6;0
Brandenburg;2011;September;25;8;-;-;-;-;305;109;10;x;21;7;1429;437;163;x;24;x;124;54;91;x;23;6;-;-;-;-;-;-;79;9;-;-;11;1;21;4;-;-;9;2;136982;12761;845;x;322;30;755;23;-;-;99;3;5110;92;-;-;32;1;27;7;-;-;-;-;108;2;-;-;8;0
Brandenburg;2011;October;20;7;-;-;1;0;303;105;-;-;50;17;1459;439;132;x;16;x;113;30;-;-;40;10;-;-;-;-;-;-;90;8;-;-;21;2;23;4;-;-;17;3;125002;11583;379;x;757;70;798;24;-;-;94;3;5355;96;-;-;93;2;18;5;-;-;1;0;52;1;-;-;5;0
Brandenburg;2011;November;26;9;-;-;4;1;459;162;-;-;185;65;1662;506;130;x;35;x;233;60;-;-;128;33;-;-;-;-;-;-;98;10;-;-;16;2;36;6;-;-;15;2;120745;11156;185;x;1818;168;974;29;-;-;124;4;9163;165;-;-;150;3;26;7;-;-;-;-;116;2;-;-;9;0
Brandenburg;2011;December;27;9;-;-;4;1;383;134;-;-;100;35;1330;408;129;x;33;x;184;49;2;x;127;33;-;-;-;-;-;-;108;11;-;-;14;1;24;4;-;-;12;2;118717;10972;-;-;1881;174;788;24;-;-;136;4;6262;113;-;-;115;2;32;8;-;-;1;0;42;1;-;-;30;1
Brandenburg;2012;January;42;13;-;-;1;0;340;119;-;-;85;30;1940;580;132;x;28;x;189;50;-;-;70;19;-;-;-;-;-;-;88;8;-;-;8;1;25;4;-;-;12;2;110826;10286;-;-;1415;131;301;9;-;-;77;2;1879;34;-;-;90;2;13;3;-;-;1;0;3;0;-;-;16;0
Brandenburg;2012;February;29;8;-;-;2;1;691;244;-;-;79;28;1885;559;131;x;22;x;167;44;1;x;88;23;-;-;-;-;-;-;75;7;-;-;8;1;59;10;-;-;18;3;107278;9943;194;x;1361;126;791;24;-;-;22;1;7340;132;-;-;44;1;20;5;-;-;-;-;78;1;-;-;15;0
Brandenburg;2012;March;20;6;-;-;1;0;447;158;-;-;79;28;1763;535;161;x;14;x;216;57;-;-;82;22;-;-;-;-;-;-;83;8;-;-;9;1;38;6;-;-;11;2;110937;10346;780;x;998;92;691;21;-;-;35;1;4618;83;-;-;40;1;23;6;-;-;1;0;149;3;-;-;5;0
Brandenburg;2012;April;25;8;-;-;-;-;504;173;-;-;37;13;1727;502;99;x;15;x;212;54;-;-;40;10;-;-;-;-;-;-;89;7;-;-;10;1;26;4;-;-;9;1;110519;10222;195;x;371;34;1537;46;-;-;30;1;6336;114;-;-;47;1;17;4;-;-;-;-;122;2;-;-;3;0
Brandenburg;2012;May;27;8;-;-;-;-;626;219;-;-;24;8;1778;521;131;x;21;x;186;47;1;x;29;7;-;-;-;-;-;-;72;6;-;-;4;0;88;15;-;-;4;1;119385;11097;390;x;410;38;848;25;-;-;81;2;8695;157;-;-;8;0;22;6;-;-;-;-;116;2;-;-;45;1
Brandenburg;2012;June;26;8;-;-;1;0;519;180;-;-;20;7;1680;477;87;x;6;x;201;51;1;x;16;4;-;-;-;-;-;-;76;6;-;-;5;0;266;41;-;-;14;2;109787;10210;-;-;290;27;1424;43;-;-;31;1;6291;113;-;-;40;1;7;2;-;-;-;-;125;2;-;-;7;0
Brandenburg;2012;July;28;9;-;-;-;-;512;183;-;-;11;4;1750;487;66;x;5;x;166;43;-;-;11;3;-;-;-;-;-;-;79;5;-;-;3;0;247;41;-;-;4;1;72172;6768;-;-;143;13;748;22;-;-;3;0;7501;135;-;-;4;0;23;6;-;-;-;-;119;2;-;-;7;0
Brandenburg;2012;August;10;3;-;-;-;-;654;231;-;-;14;5;1991;556;98;x;7;x;170;42;-;-;12;3;-;-;-;-;-;-;90;7;-;-;5;0;218;36;-;-;3;0;92491;8568;-;-;234;22;1225;37;-;-;9;0;4845;87;-;-;25;0;11;3;-;-;-;-;51;1;-;-;1;0
Brandenburg;2012;September;83;26;-;-;1;0;414;148;-;-;28;10;1967;549;66;x;12;x;155;39;-;-;18;5;-;-;-;-;-;-;75;6;-;-;6;0;17;3;-;-;5;1;84359;7823;-;-;257;24;1108;33;-;-;28;1;3652;66;-;-;49;1;24;6;-;-;-;-;79;1;-;-;9;0
Brandenburg;2012;October;47;17;-;-;-;-;808;279;-;-;115;40;2100;592;63;x;24;x;252;67;3;x;73;19;-;-;-;-;-;-;76;9;-;-;11;1;100;17;-;-;5;1;96825;9000;-;-;607;56;1259;38;-;-;60;2;8754;158;-;-;117;2;13;3;-;-;-;-;116;2;-;-;3;0
Brandenburg;2012;November;30;10;-;-;1;0;757;268;-;-;117;41;2212;616;-;-;45;x;195;51;-;-;110;29;-;-;-;-;-;-;110;14;-;-;7;1;21;4;-;-;24;4;92403;8597;-;-;1846;172;1633;49;-;-;131;4;3148;57;-;-;203;4;18;5;-;-;-;-;47;1;-;-;39;1
Brandenburg;2012;December;14;4;-;-;6;2;585;208;-;-;90;32;1513;414;-;-;14;x;238;61;-;-;75;19;-;-;-;-;-;-;82;10;-;-;14;2;25;4;-;-;21;4;85889;7926;-;-;1544;142;706;21;-;-;107;3;5477;99;-;-;159;3;47;12;-;-;2;1;33;1;-;-;25;0
Brandenburg;2013;January;35;11;0;x;3;1;566;199;0;x;62;22;2323;631;0;x;27;x;166;42;0;x;66;17;-;-;-;-;-;-;76;9;0;x;11;1;14;2;0;x;11;2;108479;10156;0;x;1275;119;322;10;0;x;70;2;1101;20;0;x;41;1;18;5;0;x;0;0;47;1;0;x;2;0
Brandenburg;2013;February;15;5;0;x;4;1;480;172;0;x;75;27;1775;480;0;x;34;x;202;52;0;x;95;24;-;-;-;-;-;-;74;9;0;x;7;1;30;5;0;x;19;3;88959;8280;170;x;1379;128;771;23;0;x;27;1;6291;113;0;x;46;1;17;4;0;x;0;0;59;1;0;x;7;0
Brandenburg;2013;March;48;16;0;x;0;0;650;238;0;x;76;28;1919;534;0;x;40;x;228;59;0;x;71;18;-;-;-;-;-;-;94;11;0;x;23;3;23;3;0;x;6;1;89878;8505;1524;x;907;84;844;25;0;x;45;1;5548;100;0;x;56;1;44;12;0;x;3;1;140;3;0;x;11;0
Brandenburg;2013;April;16;5;0;x;6;2;601;211;0;x;33;12;1942;534;0;x;22;x;228;59;0;x;53;14;-;-;-;-;-;-;77;9;0;x;6;1;32;5;0;x;24;4;101951;9483;0;x;410;38;702;21;0;x;23;1;6249;112;0;x;27;0;24;6;0;x;1;0;76;1;0;x;8;0
Brandenburg;2013;May;35;11;0;x;0;0;606;213;0;x;19;7;1794;493;0;x;20;x;204;52;0;x;27;7;-;-;-;-;-;-;94;11;0;x;8;1;17;3;0;x;15;3;105647;9826;0;x;259;24;1466;44;0;x;24;1;8019;144;0;x;32;1;34;9;0;x;1;0;90;2;0;x;7;0
Brandenburg;2013;June;15;5;0;x;0;0;524;185;0;x;19;7;1660;444;0;x;8;x;135;35;0;x;13;3;-;-;-;-;-;-;57;6;0;x;8;1;22;3;0;x;7;1;88316;8219;170;x;245;23;1424;43;0;x;23;1;5629;101;0;x;6;0;24;6;0;x;0;0;76;1;0;x;9;0
Brandenburg;2013;July;32;10;0;x;0;0;458;163;0;x;11;4;1857;497;0;x;4;x;160;41;0;x;5;1;-;-;-;-;-;-;56;7;0;x;4;0;28;4;0;x;7;1;92854;8695;1202;x;120;11;2123;64;0;x;12;0;4951;89;0;x;10;0;34;9;0;x;0;0;27;0;0;x;10;0
Brandenburg;2013;August;37;12;0;x;1;0;512;182;0;x;32;11;2094;550;0;x;8;x;162;41;0;x;26;7;-;-;-;-;-;-;68;8;0;x;10;1;36;6;0;x;4;1;96017;8857;0;x;349;32;1106;33;0;x;15;0;4192;75;0;x;26;0;27;7;0;x;0;0;100;2;0;x;1;0
Brandenburg;2013;September;12;4;0;x;5;2;605;216;0;x;24;9;1961;527;0;x;15;x;167;43;0;x;20;5;-;-;-;-;-;-;78;9;0;x;3;0;15;2;0;x;4;1;99283;9250;360;x;238;22;742;22;0;x;24;1;3787;68;0;x;29;1;31;8;0;x;1;0;79;1;0;x;1;0
Brandenburg;2013;October;35;11;0;x;3;1;677;241;0;x;118;42;1967;538;0;x;13;x;243;63;0;x;48;13;-;-;-;-;-;-;112;14;0;x;7;1;23;4;0;x;11;2;97984;9184;713;x;526;49;790;24;0;x;69;2;4754;86;0;x;111;2;30;8;0;x;1;0;67;1;0;x;4;0
Brandenburg;2013;November;13;4;0;x;0;0;672;241;0;x;95;34;2219;615;0;x;50;x;211;55;0;x;112;29;-;-;-;-;-;-;104;13;0;x;14;2;25;4;0;x;24;4;82414;7834;1588;x;1707;159;2988;90;0;x;149;4;4701;85;0;x;154;3;21;6;0;x;3;1;49;1;0;x;22;0
Brandenburg;2013;December;23;7;0;x;4;1;573;206;0;x;88;32;1548;429;0;x;32;x;204;53;0;x;58;15;-;-;-;-;-;-;83;10;0;x;24;3;23;3;0;x;21;3;86130;7995;0;x;1292;120;1470;44;0;x;143;4;5084;92;0;x;82;1;37;10;0;x;0;0;38;1;0;x;42;1
Brandenburg;2014;January;41;13;0;x;1;0;652;234;0;x;72;26;2374;656;0;x;24;x;220;57;0;x;64;17;-;-;-;-;-;-;93;11;0;x;14;2;24;4;0;x;23;4;92398;8695;176;x;1329;125;300;9;0;x;47;1;2873;52;0;x;42;1;20;5;0;x;1;0;148;3;0;x;5;0
Brandenburg;2014;February;6;2;0;x;0;0;714;253;0;x;90;32;1945;541;0;x;30;x;256;67;0;x;83;22;-;-;-;-;-;-;88;10;0;x;12;1;30;5;0;x;19;3;79955;7513;705;x;1336;124;982;29;0;x;32;1;4587;83;0;x;34;1;31;8;0;x;2;1;81;1;0;x;4;0
Brandenburg;2014;March;15;5;0;x;2;1;657;238;0;x;73;26;1930;543;0;x;20;x;212;57;0;x;78;21;-;-;-;-;-;-;83;10;0;x;10;1;24;4;0;x;14;2;81780;7717;1011;x;959;89;462;14;0;x;27;1;5150;93;0;x;37;1;36;10;0;x;4;1;65;1;0;x;5;0
Brandenburg;2014;April;10;3;0;x;0;0;612;219;0;x;35;13;1954;533;0;x;10;x;176;46;0;x;29;8;-;-;-;-;-;-;100;12;0;x;7;1;31;5;0;x;7;1;89740;8363;0;x;283;26;694;21;0;x;24;1;6919;125;0;x;54;1;21;6;0;x;0;0;88;2;0;x;2;0
Brandenburg;2014;May;21;7;0;x;0;0;543;191;0;x;32;11;2024;558;0;x;1;x;163;42;0;x;19;5;-;-;-;-;-;-;75;9;0;x;7;1;20;3;0;x;1;0;87263;8126;0;x;286;27;241;7;0;x;28;1;5318;96;0;x;14;0;26;7;0;x;0;0;80;1;0;x;4;0
Brandenburg;2014;June;16;5;0;x;0;0;525;184;0;x;29;10;1979;541;0;x;11;x;157;41;0;x;11;3;-;-;-;-;-;-;104;14;0;x;1;0;32;5;0;x;11;2;82586;7723;837;x;339;31;2847;85;0;x;57;2;6339;114;0;x;0;0;8;2;0;x;0;0;61;1;0;x;3;0
Brandenburg;2014;July;2;1;0;x;0;0;514;179;0;x;14;5;2646;701;0;x;7;x;160;41;0;x;10;3;-;-;-;-;-;-;66;9;0;x;1;0;21;3;0;x;5;1;84525;7945;1324;x;151;14;2416;72;0;x;12;0;2304;41;0;x;20;0;24;6;0;x;0;0;32;1;0;x;7;0
Brandenburg;2014;August;7;2;0;x;0;0;591;209;0;x;16;6;2490;661;0;x;12;x;175;44;0;x;10;3;-;-;-;-;-;-;68;9;0;x;4;1;53;8;0;x;1;0;82254;7639;135;x;200;19;593;18;0;x;19;1;3599;65;0;x;20;0;30;8;0;x;1;0;58;1;0;x;7;0
Brandenburg;2014;September;26;8;0;x;2;1;503;180;0;x;23;8;2520;680;0;x;9;x;237;60;0;x;19;5;-;-;-;-;-;-;84;11;0;x;7;1;28;4;0;x;4;1;92665;8620;181;x;239;22;637;19;0;x;30;1;2517;45;0;x;37;1;16;4;0;x;1;0;47;1;0;x;14;0
Brandenburg;2014;October;15;5;0;x;2;1;510;182;0;x;121;43;2485;675;0;x;18;x;201;53;0;x;57;15;-;-;-;-;-;-;66;9;0;x;9;1;26;4;0;x;7;1;91379;8666;1075;x;607;57;557;17;0;x;61;2;4019;72;0;x;60;1;29;8;0;x;0;0;76;1;0;x;16;0
Brandenburg;2014;November;5;2;0;x;3;1;745;267;0;x;104;37;2411;672;0;x;38;x;287;75;0;x;111;29;-;-;-;-;-;-;143;18;0;x;17;2;40;6;0;x;19;3;91000;8684;1927;x;1616;151;1497;45;0;x;125;4;6604;119;0;x;111;2;28;7;0;x;2;1;104;2;0;x;4;0
Brandenburg;2014;December;20;6;0;x;2;1;636;229;0;x;117;42;2011;562;0;x;23;x;275;71;0;x;84;22;-;-;-;-;-;-;106;14;0;x;15;2;19;3;0;x;10;2;86392;8060;533;x;1265;117;3083;92;0;x;106;3;4470;80;0;x;91;2;19;5;0;x;1;0;10;0;0;x;31;1
Brandenburg;2015;January;20;6;0;x;0;0;495;179;0;x;80;29;2642;727;0;x;29;x;222;59;0;x;62;16;-;-;-;-;-;-;87;11;0;x;8;1;29;4;0;x;9;1;92288;8858;2021;x;1248;117;445;13;0;x;43;1;4466;80;0;x;38;1;23;6;0;x;0;0;10;0;0;x;7;0
Brandenburg;2015;February;3;1;0;x;0;0;517;184;0;x;97;34;2224;612;0;x;26;x;255;69;0;x;90;24;-;-;-;-;-;-;78;9;0;x;12;1;28;4;0;x;15;2;74282;7056;1381;x;1219;114;426;13;0;x;24;1;2279;41;0;x;22;0;21;6;0;x;0;0;80;1;0;x;13;0
Brandenburg;2015;March;19;6;0;x;0;0;751;265;0;x;82;29;2404;671;0;x;30;x;261;71;0;x;74;20;-;-;-;-;-;-;106;13;0;x;10;1;53;9;0;x;22;4;96988;9125;825;x;825;77;761;23;0;x;31;1;7588;137;0;x;36;1;21;6;0;x;2;1;156;3;0;x;9;0
Brandenburg;2015;April;8;3;0;x;2;1;542;191;0;x;38;13;1947;536;0;x;9;x;275;75;0;x;31;8;-;-;-;-;-;-;65;8;0;x;4;0;53;8;0;x;11;2;79764;7426;0;x;337;31;570;17;0;x;27;1;4069;73;0;x;31;1;21;6;0;x;0;0;34;1;0;x;0;0
Brandenburg;2015;May;18;6;0;x;0;0;460;160;0;x;25;9;1657;459;0;x;8;x;233;63;0;x;17;5;-;-;-;-;-;-;71;9;0;x;2;0;38;6;0;x;4;1;78172;7266;179;x;268;25;1025;31;0;x;19;1;7948;143;0;x;15;0;23;6;0;x;0;0;21;0;0;x;6;0
Brandenburg;2015;June;13;4;0;x;1;0;669;238;0;x;24;9;1927;539;0;x;3;x;216;60;0;x;11;3;-;-;-;-;-;-;67;9;0;x;9;1;26;4;0;x;2;0;89188;8410;1416;x;145;13;915;27;0;x;13;0;6339;114;0;x;17;0;22;6;0;x;0;0;69;1;0;x;5;0
Brandenburg;2015;July;22;7;0;x;0;0;503;178;0;x;14;5;2102;573;0;x;5;x;228;60;0;x;13;3;-;-;-;-;-;-;84;11;0;x;4;1;18;3;0;x;2;0;88449;8283;706;x;160;15;875;26;0;x;16;0;4827;87;0;x;10;0;21;6;0;x;0;0;38;1;0;x;4;0
Brandenburg;2015;August;12;4;0;x;0;0;441;156;0;x;6;2;1869;498;0;x;4;x;172;45;0;x;9;2;-;-;-;-;-;-;65;9;0;x;5;1;14;2;0;x;2;0;80520;7480;169;x;144;13;711;21;0;x;8;0;3099;56;0;x;12;0;15;4;0;x;0;0;54;1;0;x;0;0
Brandenburg;2015;September;20;7;0;x;0;0;603;211;0;x;17;6;2583;695;0;x;11;x;255;67;0;x;13;3;-;-;-;-;-;-;68;9;0;x;6;1;21;3;0;x;1;0;89600;8360;360;x;145;13;854;26;0;x;18;1;6860;123;0;x;27;0;33;9;0;x;1;0;117;2;0;x;1;0
Brandenburg;2015;October;27;9;0;x;1;0;588;211;0;x;59;21;2322;637;0;x;17;x;281;76;0;x;53;14;-;-;-;-;-;-;77;10;0;x;14;2;24;3;0;x;2;0;91535;8660;1432;x;458;43;675;20;0;x;86;3;5684;102;0;x;67;1;28;7;0;x;2;1;86;2;0;x;2;0
Brandenburg;2015;November;17;6;0;x;1;0;560;202;0;x;135;49;2375;665;0;x;42;x;343;91;0;x;101;27;-;-;-;-;-;-;101;13;0;x;8;1;26;3;0;x;19;2;99501;9296;164;x;1344;125;689;21;0;x;118;4;3300;59;0;x;141;3;23;6;0;x;1;0;47;1;0;x;6;0
Brandenburg;2015;December;13;4;0;x;1;0;493;178;0;x;115;41;1720;472;0;x;25;x;246;65;0;x;76;20;-;-;-;-;-;-;96;12;0;x;11;1;39;5;0;x;14;2;89075;8279;0;x;1031;96;667;20;0;x;60;2;6957;125;0;x;66;1;6;2;0;x;0;0;44;1;0;x;6;0
Brandenburg;2016;January;21;7;0;x;7;2;308;114;0;x;81;30;2170;593;0;x;23;x;238;65;0;x;67;18;-;-;-;-;-;-;65;8;0;x;7;1;20;3;0;x;12;2;92276;8755;737;x;1085;102;738;22;0;x;36;1;4146;75;0;x;27;0;24;6;0;x;0;0;24;0;0;x;4;0
Brandenburg;2016;February;4;1;0;x;1;0;368;133;0;x;75;27;2536;693;0;x;24;x;248;68;0;x;74;20;-;-;-;-;-;-;61;8;0;x;3;0;20;3;0;x;10;2;89184;8468;1611;x;1143;107;573;17;0;x;26;1;3396;61;0;x;30;1;19;5;0;x;1;0;98;2;0;x;2;0
Brandenburg;2016;March;32;11;0;x;1;0;438;162;0;x;97;36;2842;781;0;x;24;x;333;92;0;x;76;21;-;-;-;-;-;-;83;11;0;x;5;1;38;6;0;x;10;2;95212;8868;175;x;704;65;799;24;0;x;32;1;5388;97;0;x;56;1;14;4;0;x;3;1;151;3;0;x;4;0
Brandenburg;2016;April;8;3;0;x;2;1;389;143;0;x;30;11;2687;738;0;x;19;x;352;96;0;x;54;15;-;-;-;-;-;-;75;10;0;x;5;1;29;4;0;x;6;1;97891;9162;0;x;328;31;924;28;0;x;34;1;4479;81;0;x;17;0;22;6;0;x;1;0;75;1;0;x;5;0
Brandenburg;2016;May;23;7;0;x;0;0;338;127;0;x;42;16;2450;673;0;x;15;x;224;61;0;x;31;9;-;-;-;-;-;-;80;10;0;x;5;1;48;6;0;x;1;0;95446;8894;175;x;211;20;558;17;0;x;27;1;6016;108;0;x;13;0;22;6;0;x;0;0;94;2;0;x;0;0
Brandenburg;2016;June;15;5;0;x;0;0;361;130;0;x;15;5;2304;620;0;x;13;x;251;67;0;x;12;3;-;-;-;-;-;-;66;9;0;x;10;1;30;4;0;x;0;0;95335;9004;1438;x;130;12;665;20;0;x;10;0;5576;100;0;x;11;0;16;4;0;x;0;0;58;1;0;x;2;0
Brandenburg;2016;July;23;8;0;x;1;0;326;120;0;x;7;3;1868;492;0;x;4;x;273;71;0;x;7;2;-;-;-;-;-;-;51;7;0;x;1;0;20;3;0;x;3;0;92807;8626;175;x;102;9;539;16;0;x;17;1;5205;94;0;x;6;0;14;4;0;x;0;0;58;1;0;x;1;0
Brandenburg;2016;August;3;1;0;x;0;0;409;147;0;x;14;5;2022;530;0;x;6;x;249;65;0;x;6;2;-;-;-;-;-;-;69;9;0;x;4;1;17;2;0;x;2;0;101872;9490;360;x;109;10;444;13;0;x;0;0;2916;52;0;x;15;0;15;4;0;x;0;0;123;2;0;x;0;0
Brandenburg;2016;September;10;3;0;x;0;0;461;168;0;x;11;4;2237;596;0;x;11;x;251;66;0;x;10;3;-;-;-;-;-;-;69;9;0;x;8;1;16;2;0;x;1;0;100645;9434;539;x;175;16;1038;31;0;x;12;0;9151;165;0;x;20;0;18;5;0;x;0;0;101;2;0;x;4;0
Brandenburg;2016;October;11;4;0;x;1;0;471;177;0;x;52;20;1879;508;0;x;14;x;282;74;0;x;38;10;-;-;-;-;-;-;95;13;0;x;8;1;34;4;0;x;6;1;93504;8865;1257;x;429;40;694;21;0;x;44;1;4809;87;0;x;75;1;15;4;0;x;0;0;38;1;0;x;0;0
Brandenburg;2016;November;22;7;0;x;5;2;733;269;0;x;118;43;2273;623;0;x;33;x;341;90;0;x;104;28;-;-;-;-;-;-;103;13;0;x;13;2;31;4;0;x;11;1;110619;10371;180;x;1030;96;665;20;0;x;86;3;5176;93;0;x;100;2;19;5;0;x;0;0;60;1;0;x;4;0
Brandenburg;2016;December;6;2;0;x;2;1;440;162;0;x;111;41;1581;433;0;x;36;x;241;66;0;x;78;21;-;-;-;-;-;-;96;12;0;x;18;2;23;3;0;x;9;1;100893;9402;180;x;941;88;894;27;0;x;58;2;5544;100;0;x;80;1;20;5;0;x;2;1;35;1;0;x;11;0
Brandenburg;2017;January;14;5;0;x;1;0;468;176;0;x;73;27;2094;569;0;x;28;x;252;67;0;x;70;19;-;-;-;-;-;-;69;8;0;x;8;1;26;4;0;x;11;2;99251;9372;720;x;1005;94;706;21;0;x;29;1;4021;72;0;x;50;1;14;4;0;x;0;0;27;0;0;x;5;0
Brandenburg;2017;February;16;5;0;x;3;1;448;162;0;x;91;33;1778;485;0;x;28;x;311;85;0;x;73;20;-;-;-;-;-;-;58;7;0;x;10;1;26;4;0;x;6;1;96411;9217;1766;x;964;91;595;18;0;x;28;1;4011;72;0;x;23;0;14;4;0;x;1;0;53;1;0;x;1;0
Brandenburg;2017;March;20;7;0;x;2;1;456;168;0;x;71;26;1978;538;0;x;46;x;389;109;0;x;79;22;-;-;-;-;-;-;59;7;0;x;5;1;29;4;0;x;13;2;115197;10801;0;x;612;57;656;20;0;x;30;1;4367;79;0;x;38;1;18;5;0;x;0;0;75;1;0;x;0;0
Brandenburg;2017;April;8;3;0;x;3;1;406;151;0;x;37;14;1644;466;63;x;8;x;337;91;3;x;48;13;-;-;-;-;-;-;64;8;0;x;8;1;28;4;0;x;12;2;101890;9548;178;x;241;23;858;26;0;x;41;1;6347;114;0;x;16;0;16;4;0;x;0;0;180;3;0;x;11;0
Brandenburg;2017;May;9;3;0;x;0;0;508;189;0;x;17;6;1838;505;0;x;18;x;353;96;0;x;27;7;-;-;-;-;-;-;88;11;0;x;1;0;20;3;0;x;3;0;111676;10519;717;x;137;13;737;22;0;x;9;0;5304;95;0;x;13;0;11;3;0;x;0;0;68;1;0;x;4;0
